user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety
@mattkettmann,US,Coomber Family Ranch 2010 Private Reserve Pinot Noir (Sta. Rita Hills),"There's a slightly sour smell to this offering from Coomber Family, who produce “wines for animal lovers.” However, the sipping experience is pleasant enough, with hard cherry candy, a range of spices and a lingering licorice finish.",Private Reserve,84,75.0,California,Sta. Rita Hills,Central Coast,Coomber Family Ranch,Pinot Noir
@vboone,US,Frei Brothers 2015 Reserve Chardonnay (Russian River Valley),"Dominant oak notes impact this wine in both taste and aroma, providing caramel- and tropical vanilla-like sweetness. It offers anise and pineapple flavors within its light-bodied frame.",Reserve,85,20.0,California,Russian River Valley,Sonoma,Frei Brothers,Sauvignon Blanc
@vboone,US,Kunde 2013 Reserve Cabernet Sauvignon (Sonoma Valley),"Tobacco leaf and dried herb dot the landscape of this velvety wine, made from the producer's estate-grown grapes. Blackberry and dusty mocha are girded by bittersweet tannin and toasted oak.",Reserve,87,60.0,California,Sonoma Valley,Sonoma,Kunde,Pinot Noir
@vboone,US,Robert James Wines 2015 Little Fox Rosé of Pinot Noir (Russian River Valley),"There's a diluted nature to this wine, from a selection of varietal clones. Dry, it holds back on flavor, delivering a light texture and soft red-fruit flavors.",Little Fox Rosé of,86,25.0,California,Russian River Valley,Sonoma,Robert James Wines,Zinfandel
@mattkettmann,US,Prodigal 2015 Cuvée Pinot Noir (Sta. Rita Hills),"From Quinta Santa Rosa Vineyard, this blend of three clones shows plump red-plum and hibiscus aromas on the nose as well as sharp cinnamon, cola and sumac spices. That tangy sumac character extends to the sip, where tart raspberry makes the eyes water. Also present are fine-grained tannins and a slight touch of Early Grey tea.",Cuvée,91,45.0,California,Sta. Rita Hills,Central Coast,Prodigal,Pinot Noir
@gordone_cellars,US,Sanglier Cellars 2013 Eight Barrels Family Reserve Chardonnay (Sonoma),"A savory, lightly herbal aroma and somewhat meaty flavors like canteloupe make this wine a bit different than the norm. Light bodied and lean in texture, it's crisp with acidity, with tangy flavors last on the finish.",Eight Barrels Family Reserve,84,30.0,California,Sonoma,Sonoma,Sanglier Cellars,Chardonnay
@paulgwine ,US,Andrew Rich 2013 Prelude Pinot Noir (Willamette Valley),"Pretty and plump, this is bursting with ripe cherry fruit. Highlights include a dusting of cocoa powder, and the wine sits perky on the palate with fine-grained tannins and ample acidity.",Prelude,91,23.0,Oregon,Willamette Valley,Willamette Valley,Andrew Rich,Pinot Noir
@paulgwine ,US,Sleight of Hand 2008 The Magician White (Columbia Valley (WA)),"This juicy blend of Gewürztraminer and Riesling sports a lush mix of melon, citrus, orange peel and grapefruit, with spicy highlights.",The Magician,90,17.0,Washington,Columbia Valley (WA),Columbia Valley,Sleight of Hand,Chardonnay
@paulgwine ,US,J. Christopher 2010 Olenik Vineyard Pinot Noir (Chehalem Mountains),"Tightly-defined raspberry fruit, with sharp and vivid acidity against a backdrop of wet rock, characterizes this young Pinot Noir. The brightness and delicate definition suggests that there are unseen layers of flavor lurking beneath the youthful shell. Give this at least a half decade in the cellar.",Olenik Vineyard,90,45.0,Oregon,Chehalem Mountains,Willamette Valley,J. Christopher,Pinot Noir
@mattkettmann,US,Dubost 2014 Vingence Red (Adelaida District),"This blend of 60% Syrah and 40% Tannat works quite well, with rounded aromas of caramelized blackberry, vanilla and vibrant violets on the nose. Black currant, dried herbs and pepper show on the palate, which is nicely balanced and not as unctuous as the nose implies.",Vingence,91,65.0,California,Adelaida District,Central Coast,Dubost,Bordeaux-style Red Blend
@vboone,US,Hovey 2010 Duende Chardonnay (Calaveras County),"A lovely Foothills Chardonnay from longtime area winemaker Chuck Hovey, who also makes the Stevenot wines. With strong apple and cinnamon personality the wine also has an intriguing creaminess to it, with lilting lemon meringue. Let it open slowly or place it in the cellar for 2–5 years to let the tartness on the finish disappear.",Duende,88,18.0,California,Calaveras County,Sierra Foothills,Hovey,Zinfandel
@vboone,US,Twisted Oak 2009 *%#&@! Red (Calaveras County),"A deliciously priced blend of 60% Mourvèdre, 13% Syrah and 27% Grenache that'll be tricky to ask for by name but is worth the effort to find and share. This blend shows off brooding dark dollops of spicy fruit, herb and tobacco that are tenaciously balanced by the cherry tones from the Grenache. A fun wine to pass around at parties and barbecues.",*%#&@!,91,18.0,California,Calaveras County,Sierra Foothills,Twisted Oak,Chardonnay
@mattkettmann,US,Record Family Wines 2014 Reserve Syrah (Paso Robles),"Black-cherry-cola aromas along with lots of licorice and Dr Pepper spice show on the nose of this bottling from a relatively new winery in northeast Paso Robles. There is slight sweetness to the palate, with baked cherry and baking-spice flavors. Accents of dried blackberry, leather, dried meat and purple flower add complexity.",Reserve,89,35.0,California,Paso Robles,Central Coast,Record Family Wines,Chardonnay
@paulgwine ,US,Gorman 2010 The Bully Cabernet Sauvignon (Red Mountain),"As in 2009, the 2010 Bully includes 10% Petit Verdot, and was aged in 100% new French oak. Muscular tannins and hints of caraway speak to the substantial addition of PV, and the wine is at first chewy and closed. Give it aerating and it shows plenty of depth, with dense raspberry fruit, notes of white pepper and crushed rock, and a lively streak of lemony acid.",The Bully,93,50.0,Washington,Red Mountain,Columbia Valley,Gorman,Cabernet Sauvignon
@mattkettmann,US,Hart 2014 Volcanic Ridge Vineyard Limited Release Reserve Syrah (Temecula Valley),"Candied blackberry aromas meld with tar, rosemary and fennel in this balanced and expertly ripe wine from one of the pioneering families in Temecula. It's dense on the palate, with charred black fruit, dried herb and wild desert-shrub flavors, its alcohol content deftly tucked away.",Volcanic Ridge Vineyard Limited Release Reserve,91,60.0,California,Temecula Valley,South Coast,Hart,Pinot Noir
@paulgwine ,US,Torii Mor 2008 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),"This bottling is still a bit disjointed, the acids stick out and the fruit seems confined to a tight corner. The raw materials are good enough—berries and watermelon, a whiff of tomato, moderate tannins and more than a hint of new oak. Give this one another year or two to smooth out the wrinkles.",Temperance Hill Vineyard,86,60.0,Oregon,Eola-Amity Hills,Willamette Valley,Torii Mor,Pinot Noir
@paulgwine ,US,Durant 2014 Lark Chardonnay (Dundee Hills),"This single-clone, estate-grown wine shows exemplary concentration. Deeply sculpted fruit flavors roll from peach to papaya, with streaks of buttery caramel. Everything is in proportion, with a most pleasing finish.",Lark,92,28.0,Oregon,Dundee Hills,Willamette Valley,Durant,Chardonnay
@gordone_cellars,US,Mettler Family Vineyards 2012 Estate Grown Cabernet Sauvignon (Lodi),"The color is deep, the aromas thick with wood smoke, bacon and dried plums, and the flavors are ripe, like blackberry syrup but dry. This is full bodied and very firm in texture due to mouth-coating tannins that are nearly matched on the finish by persistent and bold fruit flavors. Tasty now, it should age nicely through 2020.",Estate Grown,89,25.0,California,Lodi,Central Valley,Mettler Family Vineyards,Zinfandel
@mattkettmann,US,Sea Monster 2013 Octopussy White (Central Coast),"Very pale in the glass, this proprietary white blend offers soft peach and sharp lemon juice on the nose as well as cut grass and kiwi fruit. The palate is quick, easy and clean, with green pears and green apples framed by decent acidity.",Octopussy,86,20.0,California,Central Coast,Central Coast,Sea Monster,Pinot Noir
@paulgwine ,US,Scarborough 2010 The Immortal Syrah (Yakima Valley),"Brambly berries and blue plums anchor the flavors of this lovely Syrah, sourced from the Lewis Vineyard. The balance of natural acids and lightly astringent tannins keeps the fruit razor sharp, and the highlights of red licorice add dimension. Drink now or over the next five years.",The Immortal,89,35.0,Washington,Yakima Valley,Columbia Valley,Scarborough,Red Blend
@wawinereport,US,Alexandria Nicole 2012 Destiny Ridge Vineyard Riesling (Horse Heaven Hills),"One would like to see more aromatics, considering the variety, but it remains enjoyable with a lightly spritzy palate with off-dry red-apple and stone-fruit flavors. A straightforward, easy drinker.",Destiny Ridge Vineyard,87,16.0,Washington,Horse Heaven Hills,Columbia Valley,Alexandria Nicole,Merlot
@wawinereport,US,Kestrel 2012 Winemakers Select Series Co-ferment Syrah (Yakima Valley),"Perfumed aromas of flowers, dates, maple and dark berries lead to medium-bodied fruit flavors that narrow on the finish.",Winemakers Select Series Co-ferment,87,40.0,Washington,Yakima Valley,Columbia Valley,Kestrel,Bordeaux-style Red Blend
@vboone,US,Fields Family 2010 Sherman Family Vineyards Zinfandel (Lodi),"This is a complex Lodi old-vine Zinfandel with boysenberry and blackberry notes poking through layers of complexity and a touch of dusty plum. It has a strata of black licorice throughout the midpalate, with a peppery, wild herb flavor keeping it interesting. Notes of espresso and leather mark the finish, and a controlled amount of acidity keeps in balance.",Sherman Family Vineyards,91,24.0,California,Lodi,Central Valley,Fields Family,Zinfandel
@mattkettmann,US,Kaleidos 2015 Praying Mantis Red (Paso Robles),"This top-tier bottling from Steve Martell, which blends 62% Grenache with 29% Syrah, 5% Mourvèdre and 4% Petite Sirah, offers roasted coffee, charred black currant, burnt wood and baked earth aromas. The palate is tight and bright with flashy boysenberry and black raspberry flavors balanced by anise and sagebrush accents.",Praying Mantis,93,65.0,California,Paso Robles,Central Coast,Kaleidos,Pinot Noir
@suskostrzewa,US,Fulkerson 2007 Reserve Riesling (Finger Lakes),"This Riesling offers ripe aromas of apricot, citrus and rose petals, and flavors of peach and spice. On the palate, the ripe fruit flavors are a bit heavy, as the wine lacks the acid and balance of a great Riesling. Overall, though, a pretty wine that's both appealing and approachable.",Reserve,85,17.0,New York,Finger Lakes,Finger Lakes,Fulkerson,Chardonnay
@mattkettmann,US,Byron 2012 Nielson Vineyard Chardonnay (Santa Maria Valley),"The aromas of this Chardonnay are zesty and fresh yet rich, with barrel smoke, caramelized pear and vanilla tones. The integration continues on the palate, with a bit of oak followed by apple, white peach, nectarine and lime zest. It's flavorful and enjoyable now.",Nielson Vineyard,92,32.0,California,Santa Maria Valley,Central Coast,Byron,Syrah
@paulgwine ,US,Valley View 1999 Anna Maria Pinot Gris (Rogue Valley),"The fruit shows pears, some high tones, some bitter rind. The style is fruit forward, with flavors of pears and citrus, leading to a light, toasty finish.",Anna Maria,86,12.0,Oregon,Rogue Valley,Southern Oregon,Valley View,Gewürztraminer
@vboone,US,W.H. Smith 2012 Reserve Cabernet Sauvignon (Howell Mountain),"This is a lovely wine, classically rendered in cedar, herb and red cherry. The dried herb and forest floor elements persist on the palate, with bursts of acidity giving it life and lingering persistence, the tannins well-integrated.",Reserve,93,70.0,California,Howell Mountain,Napa,W.H. Smith,Cabernet Sauvignon
@paulgwine ,US,Fullerton 2015 Five Faces Chardonnay (Willamette Valley),"Still a bit fragmented, this offers a core of tight apple and peach fruit. It was barrel fermented (10% new) and that shell of barrel flavors has not yet smoothed into the fruit. Give it brisk aeration or another year in the bottle.",Five Faces,87,33.0,Oregon,Willamette Valley,Willamette Valley,Fullerton,Pinot Noir
@vboone,US,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),"Mouthcoating, this is a full-bodied wine with small amounts of Merlot and Cabernet Franc. Tar, leather, cedar and black cherry stand out as characteristics, with added weight from the heavier, darker elements of chocolate and oak. Drink now through 2022.",Salvestrin Estate Vineyard,90,64.0,California,St. Helena,Napa,Salvestrin,Cabernet Sauvignon
@paulgwine ,US,K Vintners 2010 Phil Lane Syrah (Walla Walla Valley (WA)),"Just one barrel was made from this vineyard, which suffered losses from frost and wildlife in 2010. A shame, because the wine is terrific, delicate for Syrah, with boysenberry, raspberry, piercing acidity and refined tannins. Built to age.",Phil Lane,92,70.0,Washington,Walla Walla Valley (WA),Columbia Valley,K Vintners,Bordeaux-style Red Blend
@vboone,US,Papapietro Perry 2012 Nunes Vineyard Pinot Noir (Russian River Valley),"This is a lighter style of the variety from a stellar vineyard, a crisp take on red cherry, dried cranberry and pomegranate that's deliciously balanced and sublime. A subtle suggestion of oak and spice peeks out on the lengthy finish, making for a complete, extremely quaffable wine.",Nunes Vineyard,94,56.0,California,Russian River Valley,Sonoma,Papapietro Perry,Pinot Noir
@wawinereport,US,Northwest Collection 2010 Limited Release Merlot (Horse Heaven Hills),"Direct and appealing with notes of dried herbs, cherry, and toast. It's broad in feel with good depth and structure with dry tannins the only thing holding it back.",Limited Release,89,25.0,Washington,Horse Heaven Hills,Columbia Valley,Northwest Collection,Chardonnay
@wawinereport,US,Pacific Rim 2014 Twin Vineyards Gewürztraminer (Yakima Valley),"A perfumed wine, this leaps up with aromas of white flowers, ginger and lychee. It drinks off dry, with a viscous, almost oily feel that provides a sense of heft.",Twin Vineyards,88,16.0,Washington,Yakima Valley,Columbia Valley,Pacific Rim,Red Blend
@mattkettmann,US,Sculpterra 2011 Bentley Ironworks Cabernet Sauvignon (Paso Robles),"This upper-end bottling from the metalworks-minded winery shows black plum, black loam and charred pasilla chile on the nose. The palate is soft and lush, with a proper tannic presentation for the grape, showing more black cherry and a pinch of dill flavors.",Bentley Ironworks,93,60.0,California,Paso Robles,Central Coast,Sculpterra,Cabernet Sauvignon
@mattkettmann,US,Callaway 2012 Winemakers Reserve Cabernet Sauvignon (Temecula Valley),"This seems like a warm-climate bottling, showing lots of tar, beef char and deep black fruit on the nose. The palate is thick with sticky tannins, though the overall mouthfeel is soft. Flavors of blackberries and roast beef ensue.",Winemakers Reserve,87,30.0,California,Temecula Valley,South Coast,Callaway,Chardonnay
@paulgwine ,US,Aubichon Cellars 2013 Riverside Vineyard Pinot Noir (Willamette Valley),"Situated in the McMinnville AVA, this vineyard delivers a sleek, well-proportioned wine. Though tight and unyielding at first, it is aromatically promising, with a mix of rose petals, berries and chocolate. Those flavors expand as it breathes open, finishing with the AVA's characteristic gun-metal minerality. Drink 2018–2028.",Riverside Vineyard,91,55.0,Oregon,Willamette Valley,Willamette Valley,Aubichon Cellars,Pinot Noir
@mattkettmann,US,Ascension Cellars 2011 Ascendance Cass Vineyard Red (Paso Robles),"Smoked beef, tart and tangy boysenberry jelly, black rocks and a cigar-box scent power the nose of this wine from an award-winning vineyard. The palate offers ample juicy tang along with chewy tannins, with dark chocolate, black cherry, and black olive enlivening the mouth.",Ascendance Cass Vineyard,89,56.0,California,Paso Robles,Central Coast,Ascension Cellars,Pinot Noir
@mattkettmann,US,Adelaida 2012 Keeper Red (Paso Robles),"Suave aromas of bramble and red berries meet with chipped slate, a touch of anise and pressed lilacs on this nose of this blend of 37% Grenache, 29% Mourvèdre, 13% Syrah, 10% Counoise, 6% Cinsault and 5% Carignane. Bright cranberry and red cherry fruit pop on the palate, which is bolstered by fennel, black peppercorns and dried rose petals.",Keeper,88,25.0,California,Paso Robles,Central Coast,Adelaida,Cabernet Sauvignon
@mattkettmann,US,Siduri 2015 Garys' Vineyard Pinot Noir (Santa Lucia Highlands),"The nose on this bottling from the iconic vineyard co-owned by the Pisoni and Franscioni families is quite sultry, with lots of violet and purple-flower aromas as well as mulberry, black raspberry, forest floor and grilled meat. The earthy fruit flavors of mulberry are strong on the sip, playing well with the loamy soils, dusty minerality, stiffer tannins and persistent acidity. A deep and layered wine.",Garys' Vineyard,94,60.0,California,Santa Lucia Highlands,Central Coast,Siduri,Pinot Noir
@wawinereport,US,Reininger 2012 Mr. Owl's Red (Walla Walla Valley (WA)),"This wine is a unique blend of Malbec (60%), Syrah (20%), Merlot (15%) and Petit Verdot. It opens with brooding but alluring aromas of dark plum, asphalt, and a kiss of baking spice. The flavors are full bodied and palate coating, showing weight but also a sense of suppleness that charms the senses.",Mr. Owl's,91,34.0,Washington,Walla Walla Valley (WA),Columbia Valley,Reininger,Cabernet Sauvignon
@paulgwine ,US,Domaine Serene 2013 Récolte Grand Cru Chardonnay (Dundee Hills),"Reflecting the cool 2013 harvest, this top Chardonnay is sophisticated and subtle, without the over-the-top power of the previous vintage. Toasty and tightly wound fruit flavors spotlight apple, pear and citrus, all polished and well-integrated. Barrel fermentation and oak aging add highlights of vanilla and toasted coconut. Delicious already, it will likely improve through 2021.",Récolte Grand Cru,92,125.0,Oregon,Dundee Hills,Willamette Valley,Domaine Serene,Pinot Noir
@vboone,US,Bouchaine 2013 Chêne d'Argent Estate Vineyard Chardonnay (Carneros),"This is an amazingly fresh and fruity tank-fermented wine, imparting a subtle hint of grass before unleashing sublime layers of melon and apricot alongside measured, zesty acidity. New winemaker Chris Kajani is taking things in a refreshing, aim-for-the-top direction with this bottling.",Chêne d'Argent Estate Vineyard,92,30.0,California,Carneros,Napa-Sonoma,Bouchaine,Chardonnay
@gordone_cellars,US,HandCraft 2014 Artisan Collection Chardonnay (California),"Soft and buttery, this medium-bodied Chardonnay smells like lemon meringue and tastes lightly sweet like marshmallows and bananas.",Artisan Collection,86,10.0,California,California,California Other,HandCraft,Red Blend
@vboone,US,Piña 2011 Ames Vineyard Cabernet Sauvignon (Oakville),"From a vineyard on the eastern side of the Silverado Trail in Oakville, this is rich and robust with a depth of dark berry flavor, tobacco and earth. Lush on the palate it's a special-occasion kind of wine, gorgeous and generous and a fine example of winemaking and viticulture coming together in a magical way.",Ames Vineyard,94,85.0,California,Oakville,Napa,Piña,Cabernet Sauvignon
@mattkettmann,US,Kynsi 2013 Stone Corral Vineyard Pinot Noir (Edna Valley),"Deep aromas of hibiscus, rose buds, dark red berries and sugar plums are spiced up by cola, crushed pencils and lots of garrigue on this bottling. The palate is clean and crisp, with snappy raspberry, light cranberry and lots more chaparral-like herbs, including wild thyme, bay laurel, lavender and fennel pollen.",Stone Corral Vineyard,93,48.0,California,Edna Valley,Central Coast,Kynsi,Syrah
@paulgwine ,US,Maysara 2005 Delara Pinot Noir (McMinnville),"Delara is Maysara's mid-priced Pinot Noir. The wine is a block selection, and it is still rather tightly wound, despite the extra time in bottle. The fruit is dark and laden with exotic spices, and as you dive into the flavors you find smoke, licorice, earth and rock. This is a wine that would be quite interesting to age, but if you drink it now, be sure to spend time with it, as it runs through its delightful changes. Decanting is highly recommended.",Delara,90,50.0,Oregon,McMinnville,Willamette Valley,Maysara,Pinot Noir
@paulgwine ,US,Waterbrook 2006 Mélange Noir Red (Columbia Valley (WA)),"Not as forward and lush as the appealing 2005, this all-purpose red, tasted a few months prior to its official release, is still knitting the components together. What is in place is plenty of tart, ripe raspberry fruit, precise and clean, and a soft backdrop of lightly chocolaty tannins.",Mélange Noir,87,15.0,Washington,Columbia Valley (WA),Columbia Valley,Waterbrook,Riesling
@paulgwine ,US,Rasa 2009 Creative Impulse Cabernet Sauvignon (Yakima Valley),"This blend of 71% Cabernet Sauvignon and 29% Merlot is sourced from the excellent DuBrul Vineyard. The fruit is magnificent, smoothly presented in a flow of cherry, plum and prune flavors. It seems soaked in chocolate, with a Bourbon-barrel highlight. The tannins are fine-grained and contribute to the overall length.",Creative Impulse,92,95.0,Washington,Yakima Valley,Columbia Valley,Rasa,Bordeaux-style Red Blend
@vboone,US,Janzen 2014 Beckstoffer Missouri Hopper Cabernet Sauvignon (Napa Valley),"Soft supple tannins open a gateway of big bold respectable power and flavor in this vineyard designate from the famous Napa Valley grower. Black pepper, mountain-like sage, milk chocolate, cedar and pencil shavings all rise to the fore of this impressive, complex, interwoven wine that should do well in the cellar and be enjoyable now.",Beckstoffer Missouri Hopper,93,125.0,California,Napa Valley,Napa,Janzen,Cabernet Sauvignon
@wawinereport,US,Novelty Hill 2015 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),"This wine's apricot, spice and creamsicle scents are followed by tart, medium-bodied, lightly creamy fruit flavors. Tart citrus notes fill out the finish.",Stillwater Creek Vineyard,89,23.0,Washington,Columbia Valley (WA),Columbia Valley,Novelty Hill,Chardonnay
@gordone_cellars,US,Herzog 2012 Variations Five Cabernet Sauvignon (California),"Pleasant richness and depth of fruit flavor accompany the deep color and nicely chewy tannins in this full-bodied Cabernet. It tastes dry and well balanced between acidity, tannins and fruitiness, and will be a great mealtime wine with all kinds of protein.",Variations Five,89,26.0,California,California,California Other,Herzog,Red Blend
@vboone,US,Gary Farrell 2013 Bacigalupi Vineyard Chardonnay (Russian River Valley),"From the historic family-owned vineyard down a ways on Westside Road, this Bacigalupi wine is richer and more layered than some of the producer's other vineyard-designates, providing a meatier, more tropical edge of fleshy butter and nuttiness. The aromatics balance things out, sharing whispers of orange blossom and caramel.",Bacigalupi Vineyard,90,50.0,California,Russian River Valley,Sonoma,Gary Farrell,Bordeaux-style Red Blend
@paulgwine ,US,Cathedral Ridge 2013 Reid Vineyard Merlot (Columbia Valley (OR)),"Exceedingly dark, with chewy herbal tannins and high-toned somewhat volatile aromas, this is a wine that has not knit together. Black cherry, kirsch, fig and balsamic elements are scattered about, but nothing holds the center. Best to drink up soon.",Reid Vineyard,85,32.0,Oregon,Columbia Valley (OR),Oregon Other,Cathedral Ridge,Pinot Noir
@paulgwine ,US,Cave B 2011 XXVI Merlot (Columbia Valley (WA)),"Much like the other 2011 red wine releases from Cave B, this offers thin, tart red fruit, and strong herb and stem flavors in the finishing tannins.",XXVI,85,43.0,Washington,Columbia Valley (WA),Columbia Valley,Cave B,Bordeaux-style Red Blend
@mattkettmann,US,Testarossa 2015 Brosseau Vineyard Pinot Noir (Chalone),"From the vineyard owned by winemaker Bill Brosseau's family, this bottling shows black raspberry, strawberry, wet slate and rose petal scents on the nose. The palate is loaded with earthy black plum and other dark fruits, lifted by a star anise spiciness.",Brosseau Vineyard,91,65.0,California,Chalone,Central Coast,Testarossa,Pinot Noir
@paulgwine ,US,Tulpen 2009 Dryland Cabernet Sauvignon (Walla Walla Valley (WA)),"This new cuvée features grapes from both Tokar and Yellowbird vineyards, located out in the Mill Creek region east of downtown Walla Walla. It's close enough to the Blue Mountains to allow for this experiment in dry-farmed (non-irrigated) grapes. Flavors are distinctive, showing wild berries, cola, grain and herb.",Dryland,89,42.0,Washington,Walla Walla Valley (WA),Columbia Valley,Tulpen,Syrah
@paulgwine ,US,Bergevin Lane 2008 Francisca's Vineyard Princess Syrah (Walla Walla Valley (WA)),"At the moment the pleasant fruit seems completely overmatched by the heavily charred, smoky barrel flavors. Even after substantial breathing time the fruit failed to fill out, and the finish turned a bit watery and slightly bitter.",Francisca's Vineyard Princess,86,52.0,Washington,Walla Walla Valley (WA),Columbia Valley,Bergevin Lane,Bordeaux-style Red Blend
@vboone,US,Gustafson Family 2014 Heritage Tree Vineyard Estate Rosé of Syrah (Dry Creek Valley),"Reddish-orange in color, this is a high-toned, citrus-laden wine that retains fresh flavors of grapefruit and mandarin orange. It stays crisp and dry on the palate, with just a tiny suggestion of its time in neutral oak. Pomegranate and a tang of sour cherry finish things off.",Heritage Tree Vineyard Estate Rosé of,87,20.0,California,Dry Creek Valley,Sonoma,Gustafson Family,Sauvignon Blanc
@vboone,US,Iron Horse 2012 Estate Chardonnay (Green Valley),"This estate Chardonnay is keeping stylistically with the winery's other offerings, though a tad weightier and richer in oak and crème brûlée. Fresh peach, pineapple and anise intermingle on the palate, with a silky yet complex texture. There is a palate-refreshing hint of lime on the finish.",Estate,93,29.0,California,Green Valley,Sonoma,Iron Horse,Gewürztraminer
@paulgwine ,US,Weisinger 2012 Estate Tempranillo (Rogue Valley),"Pure varietal, this offers scents of whiskey barrel and berry. The fruit brings berries and blue plums into the mix, but it's the dark, roasted, intense barrel flavors that carry through into drying tannins.",Estate,86,32.0,Oregon,Rogue Valley,Southern Oregon,Weisinger,Chardonnay
@mattkettmann,US,Rideau 2013 Camp 4 Vineyard Sangiovese (Santa Ynez Valley),"Dried strawberries, smashed plums, a hint of iron and a pleasant dusty element combine for a sultry nose on this bottling. It's full and lush on the palate with bright raspberries, richer plum notes and a complex array of spice, from sagebrush to anise. It's framed by bright acidity and fine tannins that clean up quickly on the finish.",Camp 4 Vineyard,91,38.0,California,Santa Ynez Valley,Central Coast,Rideau,Zinfandel
@paulgwine ,US,Syncline 2010 Cuvée Elena Red (Columbia Valley (WA)),"This blend showcases Grenache and Mourvèdre, with small amounts of Syrah, Counoise and Carignan. Raspberry, cherry and chocolate flavors combine with and are enlivened by a dash of white pepper. Excellent focus and length suggest that this can be cellared for at least five years.",Cuvée Elena,92,40.0,Washington,Columbia Valley (WA),Columbia Valley,Syncline,Syrah
@paulgwine ,US,High Pass 2015 Union School Vineyard Pinot Noir (Willamette Valley),"Lush dark fruits abound: Blackberries, boysenberries, black cherry and even a suggestion of cassis. This wine has excellent balance and polish, with restrained barrel flavors. The fruit speaks volumes.",Union School Vineyard,92,40.0,Oregon,Willamette Valley,Willamette Valley,High Pass,Pinot Noir
@vboone,US,Donelan 2012 Two Brothers Pinot Noir (North Coast),"Light in color with an herbal profile, this lightly textured wine offers tart cherry and dry tannins with a bite of oak on the finish. Having undergone partial whole-cluster fermentation (30%), it also has a forested, savory character, streaked in cedar and baking spice. Most of the grapes hail from Sonoma Mountain, rounded out by Sonoma Coast, Russian River Valley and Mendocino fruit.",Two Brothers,89,55.0,California,North Coast,North Coast,Donelan,Pinot Noir
@vboone,US,Benessere 2014 Estate St. Helena Vineyard Sangiovese (St. Helena),"Reduced on the nose, this wine has a nuttiness and a petrol-like quality that colors its otherwise thin dried plum flavor. Low in oak, it will pair well with traditional Italian fare.",Estate St. Helena Vineyard,85,32.0,California,St. Helena,Napa,Benessere,Zinfandel
@paulgwine ,US,Domaine Serene 2012 Evenstad Reserve Chardonnay (Dundee Hills),"This reserve is actually one of the winery's less expensive Chardonnays. It's full, fruity and forward, with a lush mix of pineapple, peaches and tropical fruits, buttressed with juicy acids and highlights of toasted nuts. Thoroughly delicious, and ready for immediate enjoyment.",Evenstad Reserve,92,55.0,Oregon,Dundee Hills,Willamette Valley,Domaine Serene,Pinot Noir
@gordone_cellars,US,Campus Oaks 2012 Old Vine Zinfandel (Lodi),"Although it tastes a bit on the sweet side, there is no denying the simple freshness and drinkability of this supple, medium-bodied wine. It has light maple-syrup aromas and fresh strawberry flavors.",Old Vine,86,15.0,California,Lodi,Central Valley,Campus Oaks,Red Blend
@vboone,US,Acorn 2012 Alegría Vineyards Medley Red (Russian River Valley),"This field blend holds some 60 varieties, among them Syrah, Zinfandel, Cinsault, Dolcetto and Viognier. The concoction works, remaining vibrant in floral violet and just-picked blueberry, before richer elements of dried cherry and plum wander in. Velvety and robust, it pairs with meats from the grill.",Alegría Vineyards Medley,92,48.0,California,Russian River Valley,Sonoma,Acorn,Cabernet Sauvignon
@paulgwine ,US,DanCin 2012 Danseur Syrah (Southern Oregon),"Though Syrah is not new to Southern Oregon, the recent rise in quality may surprise you. DanCin's Danseur is estate-grown in the Applegate Valley. It's an aromatic, tightly woven gem, loaded with plum, berry and kirsch, highlights of herb and bramble and a finish streaked with chocolate, espresso and licorice. Tannins are polished and the flavors linger delightfully.",Danseur,92,35.0,Oregon,Southern Oregon,Southern Oregon,DanCin,Chardonnay
@paulgwine ,US,Seven Hills 2012 McClellan Estate Vineyard Reserve Malbec (Walla Walla Valley (OR)),"This is the first reserve Malbec from Seven Hills, the winery that first introduced this as a varietal wine in the Walla Walla Valley. Inviting aromas of pepper, coffee, vanilla and cream introduce a dark and sappy wine, with concentrated raspberry and blackberry fruit at its core. Superb ripeness and lift from the juicy acidity mark this as indeed reserve-level in quality.",McClellan Estate Vineyard Reserve,92,45.0,Oregon,Walla Walla Valley (OR),Oregon Other,Seven Hills,Pinot Noir
@paulgwine ,US,Sweet Cheeks 2012 Pinot Fusion Red (Oregon),"The Fusion in question is the blend—an unusual combination of 61% Pinot Noir, 21% Syrah and 18% Merlot. Some tasters will find it works well as an everyday, all-purpose red. The jumble of red fruits is matched to a strong streak of vanilla, with some stemmy flavors coming up in the tannins.",Pinot Fusion,84,18.0,Oregon,Oregon,Oregon Other,Sweet Cheeks,Pinot Noir
@paulgwine ,US,RouteStock 2014 Route 99W Pinot Noir (Willamette Valley),"Sporting a big burst of juicy cranberry fruit, this young wine, one of the first Pinots to be released from the 2014 vintage, is easy to like. There's nothing too fussy here, just tangy red fruit set against balanced acids and light tannins.",Route 99W,88,22.0,Oregon,Willamette Valley,Willamette Valley,RouteStock,Pinot Noir
